"Severity","ThreadID","Date","Time","Application","Message"
"INFO","127.0.0.1-startStop-1","07/06/2016","17:31:23","OSGi","add bundle:/opt/lucee/tomcat/webapps/ROOT/WEB-INF/lucee/context/lucee-admin.lar"
"INFO","127.0.0.1-startStop-1","07/06/2016","17:31:23","OSGi","add bundle:/opt/lucee/tomcat/webapps/ROOT/WEB-INF/lucee/context/lucee-doc.lar"
"INFO","127.0.0.1-startStop-1","07/06/2016","17:31:23","OSGi","add bundle:/opt/lucee/tomcat/webapps/ROOT/WEB-INF/lucee/context/lucee-context.lar"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [sun.misc.Launcher$AppClassLoader@5c647e05]"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [java.net.URLClassLoader@682a0b20]"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [lucee.commons.io.res.util.ResourceClassLoader@384b57f1]"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","looking for tools.jar"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","couldn't find tools.jar at: /opt/lucee/jdk/jre/jre/lib/tools.jar"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","tools.jar used:/opt/lucee/jdk/jre/lib/tools.jar"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","loaded VirtualMachine class:com.sun.tools.attach.VirtualMachine"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","create /opt/lucee/tomcat/lucee-server/context/lucee-external-agent.jar"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","try to load agent (path:/opt/lucee/tomcat/lucee-server/context/lucee-external-agent.jar)"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","pid:2784"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [sun.misc.Launcher$AppClassLoader@5c647e05]"
"INFO","http-nio-8080-exec-1","07/06/2016","17:31:23","Instrumentation","ExternalAgent does contain a Instrumentation instance"
"INFO","127.0.0.1-startStop-1","07/06/2016","18:47:43","OSGi","add bundle:/opt/lucee/tomcat/webapps/ROOT/WEB-INF/lucee/context/lucee-admin.lar"
"INFO","127.0.0.1-startStop-1","07/06/2016","18:47:44","OSGi","add bundle:/opt/lucee/tomcat/webapps/ROOT/WEB-INF/lucee/context/lucee-doc.lar"
"INFO","127.0.0.1-startStop-1","07/06/2016","18:47:44","OSGi","add bundle:/opt/lucee/tomcat/webapps/ROOT/WEB-INF/lucee/context/lucee-context.lar"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [sun.misc.Launcher$AppClassLoader@5c647e05]"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [java.net.URLClassLoader@682a0b20]"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [lucee.commons.io.res.util.ResourceClassLoader@7c56d3eb]"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","looking for tools.jar"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","couldn't find tools.jar at: /opt/lucee/jdk/jre/jre/lib/tools.jar"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","tools.jar used:/opt/lucee/jdk/jre/lib/tools.jar"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","loaded VirtualMachine class:com.sun.tools.attach.VirtualMachine"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","try to load agent (path:/opt/lucee/tomcat/lucee-server/context/lucee-external-agent.jar)"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:40","Instrumentation","pid:2265"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:41","Instrumentation","found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [sun.misc.Launcher$AppClassLoader@5c647e05]"
"INFO","http-nio-8080-exec-9","07/06/2016","19:36:41","Instrumentation","ExternalAgent does contain a Instrumentation instance"
